,win rate,hero1,hero2
1590,55.26315789473685,Akali , Darius
1591,57.14285714285714,Akali , Fiora
1592,49.72375690607735,Akali , Renekton
1593,49.75845410628019,Akali , Riven
1594,50.0,Akali , Yasuo
1595,43.47826086956522,Camille , Fiora
1596,48.53801169590643,Camille , Renekton
1597,49.494949494949495,Camille , Riven
1598,48.369565217391305,ChoGath , Darius
1599,50.505050505050505,ChoGath , Renekton
1600,45.45454545454545,ChoGath , Riven
1601,44.73684210526316,Darius , Akali
1602,51.63043478260869,Darius , ChoGath
1603,55.15151515151515,Darius , DrMundo
1604,49.130938586326764,Darius , Fiora
1605,48.89867841409692,Darius , Fizz
1606,55.757575757575765,Darius , Galio
1607,50.401606425702816,Darius , Gangplank
1608,52.01793721973094,Darius , Garen
1609,47.42268041237113,Darius , Gnar
1610,60.06711409395973,Darius , Gragas
1611,46.95340501792115,Darius , Illaoi
1612,52.58215962441315,Darius , Irelia
1613,49.08722109533469,Darius , Jax
1614,45.664739884393065,Darius , Jayce
1615,50.49019607843137,Darius , Kayle
1616,48.821548821548824,Darius , Kennen
1617,52.22222222222223,Darius , Kled
1618,54.276315789473685,Darius , Malphite
1619,57.51789976133651,Darius , Nasus
1620,48.81516587677725,Darius , Nautilus
1621,53.01204819277109,Darius , Pantheon
1622,61.13989637305699,Darius , Poppy
1623,49.64705882352941,Darius , Renekton
1624,48.29612220916569,Darius , Riven
1625,52.8957528957529,Darius , Rumble
1626,49.30362116991643,Darius , Shen
1627,49.68944099378882,Darius , Sion
1628,45.16129032258064,Darius , Swain
1629,49.8134328358209,Darius , Teemo
1630,52.52100840336135,Darius , Tryndamere
1631,59.78260869565217,Darius , Vladimir
1632,52.18120805369127,Darius , Yasuo
1633,53.813559322033896,Darius , Yorick
1634,44.84848484848485,DrMundo , Darius
1635,46.0,Ekko , Renekton
1636,42.857142857142854,Fiora , Akali
1637,56.52173913043478,Fiora , Camille
1638,50.869061413673236,Fiora , Darius
1639,51.25448028673835,Fiora , Fizz
1640,51.256281407035175,Fiora , Galio
1641,51.99306759098788,Fiora , Gangplank
1642,53.65168539325843,Fiora , Garen
1643,55.55555555555556,Fiora , Gnar
1644,52.307692307692314,Fiora , Gragas
1645,52.15827338129496,Fiora , Illaoi
1646,48.75239923224568,Fiora , Irelia
1647,52.357723577235774,Fiora , Jax
1648,49.23076923076923,Fiora , Jayce
1649,47.82608695652174,Fiora , Kayle
1650,50.38167938931297,Fiora , Kennen
1651,59.15119363395226,Fiora , Kled
1652,46.44808743169399,Fiora , Malphite
1653,51.633986928104584,Fiora , Maokai
1654,48.42931937172775,Fiora , Nasus
1655,48.23008849557522,Fiora , Nautilus
1656,41.29032258064516,Fiora , Pantheon
1657,49.047619047619044,Fiora , Poppy
1658,52.36523652365237,Fiora , Renekton
1659,48.06517311608962,Fiora , Riven
1660,53.57142857142857,Fiora , Rumble
1661,49.279538904899134,Fiora , Shen
1662,53.246753246753244,Fiora , Singed
1663,40.55555555555556,Fiora , Swain
1664,47.44897959183674,Fiora , Teemo
1665,51.30784708249497,Fiora , Tryndamere
1666,47.023809523809526,Fiora , Vladimir
1667,47.74193548387097,Fiora , Wukong
1668,48.81450488145049,Fiora , Yasuo
1669,45.6953642384106,Fiora , Yorick
1670,51.10132158590308,Fizz , Darius
1671,48.74551971326165,Fizz , Fiora
1672,49.29577464788733,Fizz , Gangplank
1673,50.955414012738856,Fizz , Irelia
1674,54.36241610738255,Fizz , Jax
1675,51.34099616858238,Fizz , Renekton
1676,44.06779661016949,Fizz , Riven
1677,52.838427947598255,Fizz , Yasuo
1678,44.24242424242424,Galio , Darius
1679,48.743718592964825,Galio , Fiora
1680,47.58364312267658,Galio , Gangplank
1681,55.34591194968554,Galio , Gragas
1682,51.546391752577314,Galio , Irelia
1683,50.93457943925234,Galio , Jax
1684,43.125,Galio , Kled
1685,53.02013422818792,Galio , Nasus
1686,51.38461538461539,Galio , Renekton
1687,44.9468085106383,Galio , Riven
1688,53.293413173652695,Galio , Shen
1689,43.127962085308056,Galio , Teemo
1690,45.04504504504504,Galio , Tryndamere
1691,49.37759336099585,Galio , Yasuo
1692,49.59839357429719,Gangplank , Darius
1693,48.00693240901213,Gangplank , Fiora
1694,50.70422535211267,Gangplank , Fizz
1695,52.41635687732342,Gangplank , Galio
1696,52.15311004784689,Gangplank , Garen
1697,55.42168674698795,Gangplank , Gnar
1698,53.67965367965368,Gangplank , Gragas
1699,47.82608695652174,Gangplank , Illaoi
1700,45.28301886792453,Gangplank , Irelia
1701,49.56521739130435,Gangplank , Jax
1702,47.40740740740741,Gangplank , Jayce
1703,54.85436893203883,Gangplank , Kennen
1704,47.61904761904761,Gangplank , Kled
1705,49.51456310679612,Gangplank , Malphite
1706,51.10294117647059,Gangplank , Nasus
1707,49.404761904761905,Gangplank , Nautilus
1708,49.647887323943664,Gangplank , Pantheon
1709,50.44883303411131,Gangplank , Renekton
1710,46.808510638297875,Gangplank , Riven
1711,50.71090047393365,Gangplank , Rumble
1712,47.76119402985074,Gangplank , Shen
1713,48.275862068965516,Gangplank , Teemo
1714,47.53246753246753,Gangplank , Tryndamere
1715,49.668874172185426,Gangplank , Vladimir
1716,41.76706827309237,Gangplank , Yasuo
1717,47.98206278026906,Garen , Darius
1718,46.348314606741575,Garen , Fiora
1719,47.84688995215311,Garen , Gangplank
1720,56.27705627705628,Garen , Irelia
1721,46.835443037974684,Garen , Jax
1722,45.751633986928105,Garen , Malphite
1723,51.52838427947598,Garen , Nasus
1724,47.368421052631575,Garen , Pantheon
1725,50.0,Garen , Renekton
1726,49.84025559105431,Garen , Riven
1727,49.390243902439025,Garen , Teemo
1728,49.411764705882355,Garen , Tryndamere
1729,49.64028776978417,Garen , Yasuo
1730,52.57731958762887,Gnar , Darius
1731,44.44444444444444,Gnar , Fiora
1732,44.57831325301205,Gnar , Gangplank
1733,47.12643678160919,Gnar , Irelia
1734,42.281879194630875,Gnar , Nasus
1735,50.0,Gnar , Renekton
1736,42.99516908212561,Gnar , Riven
1737,48.07692307692308,Gnar , Teemo
1738,45.33333333333333,Gnar , Tryndamere
1739,41.84782608695652,Gnar , Yasuo
1740,39.93288590604027,Gragas , Darius
1741,47.69230769230769,Gragas , Fiora
1742,44.65408805031446,Gragas , Galio
1743,46.320346320346324,Gragas , Gangplank
1744,46.470588235294116,Gragas , Irelia
1745,41.01123595505618,Gragas , Jax
1746,46.30225080385852,Gragas , Renekton
1747,47.15447154471545,Gragas , Riven
1748,42.95302013422819,Gragas , Shen
1749,40.243902439024396,Gragas , Teemo
1750,46.25,Gragas , Tryndamere
1751,38.912133891213394,Gragas , Yasuo
1752,53.04659498207885,Illaoi , Darius
1753,47.84172661870504,Illaoi , Fiora
1754,52.17391304347826,Illaoi , Gangplank
1755,46.71052631578947,Illaoi , Jax
1756,50.24390243902439,Illaoi , Nasus
1757,52.901023890784984,Illaoi , Renekton
1758,52.18978102189781,Illaoi , Riven
1759,47.20496894409938,Illaoi , Teemo
1760,45.933014354066984,Illaoi , Tryndamere
1761,46.07843137254902,Illaoi , Yasuo
1762,47.417840375586856,Irelia , Darius
1763,51.24760076775432,Irelia , Fiora
1764,49.044585987261144,Irelia , Fizz
1765,48.45360824742268,Irelia , Galio
1766,54.71698113207547,Irelia , Gangplank
1767,43.722943722943725,Irelia , Garen
1768,52.87356321839081,Irelia , Gnar
1769,53.529411764705884,Irelia , Gragas
1770,44.91803278688525,Irelia , Jax
1771,52.093023255813954,Irelia , Jayce
1772,63.44086021505376,Irelia , Kennen
1773,47.89473684210526,Irelia , Kled
1774,47.179487179487175,Irelia , Malphite
1775,51.40562248995983,Irelia , Nasus
1776,53.403141361256544,Irelia , Pantheon
1777,52.57936507936508,Irelia , Renekton
1778,52.09125475285171,Irelia , Riven
1779,55.02958579881657,Irelia , Rumble
1780,43.946188340807176,Irelia , Shen
1781,56.68202764976959,Irelia , Teemo
1782,50.19455252918288,Irelia , Tryndamere
1783,50.37220843672456,Irelia , Yasuo
1784,50.91277890466531,Jax , Darius
1785,47.642276422764226,Jax , Fiora
1786,45.63758389261745,Jax , Fizz
1787,49.06542056074766,Jax , Galio
1788,50.43478260869565,Jax , Gangplank
1789,53.16455696202531,Jax , Garen
1790,58.98876404494382,Jax , Gragas
1791,53.289473684210535,Jax , Illaoi
1792,55.08196721311476,Jax , Irelia
1793,57.05128205128205,Jax , Jayce
1794,48.29059829059829,Jax , Kled
1795,43.34763948497854,Jax , Malphite
1796,52.96442687747036,Jax , Nasus
1797,42.40837696335078,Jax , Pantheon
1798,53.813559322033896,Jax , Renekton
1799,47.195357833655706,Jax , Riven
1800,53.79746835443038,Jax , Rumble
1801,50.0,Jax , Shen
1802,48.29059829059829,Jax , Teemo
1803,48.13186813186813,Jax , Tryndamere
1804,54.13533834586466,Jax , Yasuo
1805,54.33526011560693,Jayce , Darius
1806,50.76923076923077,Jayce , Fiora
1807,52.59259259259259,Jayce , Gangplank
1808,47.906976744186046,Jayce , Irelia
1809,42.94871794871795,Jayce , Jax
1810,53.672316384180796,Jayce , Kennen
1811,53.558052434456926,Jayce , Renekton
1812,53.50877192982456,Jayce , Riven
1813,50.0,Jayce , Shen
1814,51.098901098901095,Jayce , Teemo
1815,51.57232704402516,Jayce , Tryndamere
1816,45.45454545454545,Jayce , Yasuo
1817,49.50980392156863,Kayle , Darius
1818,52.17391304347826,Kayle , Fiora
1819,51.178451178451176,Kennen , Darius
1820,49.61832061068702,Kennen , Fiora
1821,45.14563106796117,Kennen , Gangplank
1822,36.55913978494624,Kennen , Irelia
1823,46.32768361581921,Kennen , Jayce
1824,47.75086505190311,Kennen , Renekton
1825,46.616541353383454,Kennen , Riven
1826,46.10778443113773,Kennen , Teemo
1827,43.11377245508982,Kennen , Tryndamere
1828,45.622119815668206,Kennen , Yasuo
1829,47.77777777777778,Kled , Darius
1830,40.84880636604775,Kled , Fiora
1831,56.875,Kled , Galio
1832,52.38095238095239,Kled , Gangplank
1833,52.10526315789473,Kled , Irelia
1834,51.70940170940172,Kled , Jax
1835,56.9620253164557,Kled , Nasus
1836,50.437317784256564,Kled , Renekton
1837,51.81518151815182,Kled , Riven
1838,52.071005917159766,Kled , Shen
1839,49.35064935064935,Kled , Teemo
1840,49.25373134328358,Kled , Tryndamere
1841,44.230769230769226,Kled , Yasuo
1842,45.723684210526315,Malphite , Darius
1843,53.551912568306015,Malphite , Fiora
1844,50.48543689320388,Malphite , Gangplank
1845,54.248366013071895,Malphite , Garen
1846,52.820512820512825,Malphite , Irelia
1847,56.65236051502146,Malphite , Jax
1848,59.04255319148937,Malphite , Nasus
1849,46.71052631578947,Malphite , Pantheon
1850,48.65771812080537,Malphite , Renekton
1851,51.53846153846153,Malphite , Riven
1852,41.66666666666667,Malphite , Teemo
1853,51.11111111111111,Malphite , Tryndamere
1854,45.94594594594595,Malphite , Yasuo
1855,48.36601307189542,Maokai , Fiora
1856,42.281879194630875,Maokai , Renekton
1857,42.331288343558285,Maokai , Riven
1858,42.482100238663485,Nasus , Darius
1859,51.57068062827225,Nasus , Fiora
1860,46.97986577181208,Nasus , Galio
1861,48.89705882352941,Nasus , Gangplank
1862,48.47161572052402,Nasus , Garen
1863,57.71812080536913,Nasus , Gnar
1864,49.75609756097561,Nasus , Illaoi
1865,48.59437751004016,Nasus , Irelia
1866,47.03557312252965,Nasus , Jax
1867,43.037974683544306,Nasus , Kled
1868,40.95744680851064,Nasus , Malphite
1869,43.575418994413404,Nasus , Pantheon
1870,43.869209809264305,Nasus , Renekton
1871,46.45669291338583,Nasus , Riven
1872,49.152542372881356,Nasus , Shen
1873,45.24590163934426,Nasus , Teemo
1874,47.98850574712644,Nasus , Tryndamere
1875,45.625,Nasus , Yasuo
1876,51.18483412322274,Nautilus , Darius
1877,51.76991150442478,Nautilus , Fiora
